-7.637613024423184349e+00,-7.595962951368712801e+00,-7.601406291702472728e+00,-7.636185777365700922e+00
-7.424067617038719646e+00,-7.388312744220286277e+00,-7.405672105768966951e+00,-7.420565630916453159e+00
-7.187588538320980547e+00,-7.140135550238512430e+00,-7.185005176699496232e+00,-7.164478492163860679e+00
-6.925442072518027459e+00,-6.858734947528299486e+00,-6.881681258167938964e+00,-6.885284426304131067e+00
-6.568015590546164795e+00,-6.542121283705752965e+00,-6.545366680981054230e+00,-6.579836619267549480e+00
-6.239737380244705811e+00,-6.192400089665578200e+00,-6.207030599964249440e+00,-6.187493079100574889e+00
-5.784026089132220605e+00,-5.777819549656568299e+00,-5.857146078652037069e+00,-5.821992604271850169e+00
-5.481428703415388348e+00,-5.306842360173807727e+00,-5.329477482933200783e+00,-5.441911285026070466e+00
-4.821126793226404139e+00,-4.794511237556067229e+00,-4.807524658103317527e+00,-5.094128274540735468e+00
-4.374424555014109650e+00,-4.243385856989685401e+00,-4.276861372741064038e+00,-4.325841010121327379e+00
-3.676700657974218078e+00,-3.648606542503935124e+00,-3.704111660196954592e+00,-3.880823641466967899e+00
-3.190654460129040526e+00,-3.190693139331902461e+00,-2.956541221490672999e+00,-3.320900254029837129e+00
-7.769663481755407552e+00,-7.698512982496501067e+00,-7.865928153135512524e+00,-7.795147632248608183e+00
-7.500713921971541964e+00,-7.417993652265539417e+00,-7.568527007648094163e+00,-7.614177669521472680e+00
-7.252383378985987505e+00,-7.117362330114675117e+00,-7.199670885901346296e+00,-7.395058766316910059e+00
-6.957949574684681338e+00,-6.780616113571682924e+00,-6.882333781214769353e+00,-6.980323889296051298e+00
-6.558079712940873662e+00,-6.412407710540134254e+00,-6.621112773720018829e+00,-6.647541204310440932e+00
-6.227446212554391458e+00,-6.033275692504342480e+00,-6.629277416181674099e+00,-6.366991995527866877e+00
-5.910706140311528856e+00,-5.565694896412347603e+00,-5.990134526764380851e+00,-6.118736251259001335e+00
-5.504872812416114591e+00,-4.993478783470427729e+00,-6.809940315846738201e+00,-5.654115658316699822e+00
-4.951251799256831454e+00,-4.438144320341574911e+00,-5.960428025690260867e+00,-4.870343176262903917e+00
-4.600954450870896828e+00,-3.712031019179436342e+00,-4.456518095750359620e+00,-4.708381874916442555e+00
-3.948438701635234249e+00,-2.955143845559029980e+00,-4.262874817205652533e+00,-3.514570911756431659e+00
-3.368754887270299481e+00,-2.771862503493886187e+00,-1.965452137412960987e+00,-3.350742178822739170e+00
-7.937302242540873465e+00,-8.907511200319708777e+00,-8.463865891898283422e+00,-7.990687116881704632e+00
-7.582231635521599955e+00,-1.081769787524943283e+01,-5.930305890868788765e+01,-7.595355400194959472e+00
-7.122317657302336791e+00,-1.014722443324889412e+01,-5.432842535874014089e+01,-8.592018618863937363e+00
-6.722860911590342603e+00,-6.628252707688431222e+00,-5.464527268142389005e+01,-7.133124058485955210e+00
-6.546178239520431319e+00,-6.522582200107869710e+00,-3.605519258607472466e+01,-8.152258633775771202e+00
-6.313272797666733993e+00,-6.309756136745432897e+00,-5.409054629295133054e+01,-7.000859209970833774e+00
-5.949447295719458850e+00,-6.651416585004771065e+00,-3.570725023682809507e+01,-8.084544586864872429e+00
-5.099574331392132898e+00,-5.615850959651967678e+00,-4.269970997811752511e+01,-5.069767591875473656e+00
-4.147975704193025415e+00,-4.198203425346361151e+00,-4.310818512047183759e+01,-4.210459408677956539e+00
-4.146871374149490030e+00,-4.283649401877210217e+00,-3.542990351834937712e+01,-5.901426829177733424e+00
-1.933995362596474310e+00,-1.899832962431210914e+00,-4.886554993025377769e+01,-2.036837609771719126e+00
-2.840928153939609402e+00,-1.733971263099977733e+00,-9.999999999999995559e-01,-3.082867952792490041e+00
-8.291610413059347096e+00,-9.325895808237683582e+01,-8.761558356551150339e+00,-8.377647296731819182e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
